#format table ## [Custom WaveView] saved 17:22:00 Thu Dec  5 2024
TIME ,v(bit0) ,v(bit1) ,v(bit2) ,v(bit3) ,v(bit4) ,v(bit5) ,v(bit6) ,v(bit7) 
 4.300E-08 , 1.800E+00 ,-7.622E-04 , 4.125E-03 , 1.800E+00 , 1.799E+00 , 2.940E-05 ,-1.085E-04 , 1.800E+00 
 4.325E-08 , 1.800E+00 ,-2.015E-04 , 1.799E+00 , 3.968E-03 , 1.800E+00 , 1.799E+00 ,-9.044E-05 , 1.800E+00 
 4.350E-08 , 1.800E+00 ,-1.180E-04 , 1.800E+00 , 1.799E+00 , 3.968E-03 , 1.800E+00 , 1.785E+00 , 1.801E+00 
 4.375E-08 , 1.707E+00 , 1.005E-02 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 3.966E-03 , 1.708E+00 , 2.950E-02 
 4.400E-08 ,-1.162E-04 , 1.800E+00 , 4.069E-03 , 1.800E+00 , 1.800E+00 , 1.799E+00 ,-9.284E-05 , 1.795E+00 
 4.425E-08 , 1.793E+00 , 1.800E+00 , 7.107E-05 , 4.066E-03 , 1.800E+00 , 1.800E+00 , 1.793E+00 , 1.800E+00 
 4.450E-08 , 1.708E+00 , 1.103E-02 , 5.435E-05 , 7.106E-05 , 4.066E-03 , 1.800E+00 , 1.708E+00 , 2.819E-02 
 4.475E-08 ,-9.327E-05 , 1.800E+00 , 5.417E-05 , 5.461E-05 , 7.111E-05 , 4.067E-03 , 1.749E+00 , 1.796E+00 
 4.500E-08 , 1.693E+00 , 1.698E+00 , 3.976E-05 , 5.418E-05 , 5.460E-05 , 7.215E-05 , 8.654E-03 , 3.608E-02 
 4.525E-08 , 2.639E-02 , 1.797E+00 , 1.799E+00 , 3.082E-05 , 5.417E-05 , 5.458E-05 , 3.192E-04 ,-1.086E-03 
 4.550E-08 , 3.361E-04 , 3.320E-02 , 1.800E+00 , 1.799E+00 , 3.083E-05 , 5.392E-05 , 2.331E-04 ,-1.711E-03 
 4.575E-08 , 5.162E-04 , 6.604E-04 , 4.083E-03 , 1.800E+00 , 1.799E+00 , 3.061E-05 , 5.157E-04 ,-2.378E-05 
 4.600E-08 , 5.131E-04 , 5.140E-04 , 7.110E-05 , 4.017E-03 , 1.800E+00 , 1.799E+00 , 4.657E-04 ,-1.826E-05 
 4.625E-08 , 6.414E-04 , 6.415E-04 , 5.454E-05 , 7.092E-05 , 4.017E-03 , 1.800E+00 , 1.766E+00 , 2.788E-03 
 4.650E-08 ,-2.178E-03 ,-2.272E-03 , 3.731E-05 , 5.461E-05 , 7.096E-05 , 4.019E-03 , 1.722E+00 , 1.794E+00 
 4.675E-08 , 1.705E+00 , 1.705E+00 , 1.799E+00 , 3.085E-05 , 5.460E-05 , 7.091E-05 , 3.046E-02 , 3.918E-01 
 4.700E-08 , 2.417E-01 , 1.788E+00 , 1.800E+00 , 1.799E+00 , 3.093E-05 , 5.548E-05 ,-2.735E-04 ,-3.612E-03 
 4.725E-08 , 1.413E-03 , 5.792E-02 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 3.064E-05 , 4.262E-05 ,-3.022E-03 
 4.750E-08 , 5.196E-04 , 8.135E-04 , 4.391E-03 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 4.680E-04 ,-3.371E-05 
 4.775E-08 , 6.414E-04 , 6.427E-04 , 7.190E-05 , 4.065E-03 , 1.800E+00 , 1.800E+00 , 1.766E+00 , 2.788E-03 
 4.800E-08 ,-2.178E-03 ,-2.272E-03 , 3.767E-05 , 7.105E-05 , 4.066E-03 , 1.800E+00 , 1.722E+00 , 1.794E+00 
 4.825E-08 , 1.675E+00 , 1.675E+00 , 1.799E+00 , 3.115E-05 , 7.100E-05 , 4.063E-03 , 1.673E+00 , 1.582E-01 
 4.850E-08 ,-1.980E-04 , 1.781E+00 , 1.800E+00 , 1.799E+00 , 3.137E-05 , 6.909E-05 ,-2.308E-04 , 1.798E+00 
 4.875E-08 , 1.798E+00 , 1.800E+00 , 4.264E-03 , 1.800E+00 , 1.799E+00 , 2.997E-05 ,-1.280E-04 , 1.800E+00 
 4.900E-08 , 1.800E+00 , 5.223E-05 , 6.725E-05 , 4.016E-03 , 1.800E+00 , 1.799E+00 ,-9.083E-05 , 1.800E+00 
 4.925E-08 , 1.800E+00 ,-2.347E-04 , 1.799E+00 , 4.762E-05 , 4.017E-03 , 1.800E+00 , 1.786E+00 , 1.801E+00 
 4.950E-08 , 1.708E+00 , 9.181E-03 , 1.800E+00 , 1.799E+00 , 4.757E-05 , 4.015E-03 , 1.708E+00 , 2.917E-02 
 4.975E-08 ,-1.152E-04 , 1.800E+00 , 4.022E-03 , 1.800E+00 , 1.799E+00 , 4.588E-05 ,-1.268E-04 , 1.795E+00 
 5.000E-08 , 1.793E+00 , 1.800E+00 , 7.099E-05 , 4.017E-03 , 1.800E+00 , 1.799E+00 ,-1.010E-04 , 1.800E+00 
 5.025E-08 , 1.800E+00 , 5.852E-04 , 5.155E-05 , 7.103E-05 , 4.017E-03 , 1.800E+00 , 1.787E+00 , 1.800E+00 
 5.050E-08 , 1.709E+00 , 6.620E-03 , 1.799E+00 , 3.130E-05 , 7.099E-05 , 4.015E-03 , 1.709E+00 , 2.871E-02 
 5.075E-08 ,-1.122E-04 , 1.800E+00 , 3.834E-03 , 1.799E+00 , 3.128E-05 , 6.927E-05 ,-1.234E-04 , 1.795E+00 
 5.100E-08 , 1.792E+00 , 1.800E+00 , 7.022E-05 , 3.821E-03 , 1.799E+00 , 2.978E-05 ,-1.207E-04 , 1.800E+00 
 5.125E-08 , 1.800E+00 , 4.285E-04 , 5.132E-05 , 7.017E-05 , 3.821E-03 , 1.799E+00 ,-8.902E-05 , 1.800E+00 
 5.150E-08 , 1.800E+00 ,-2.399E-04 , 1.799E+00 , 3.133E-05 , 7.026E-05 , 3.826E-03 , 1.786E+00 , 1.801E+00 
 5.175E-08 , 1.706E+00 , 8.501E-03 , 1.800E+00 , 1.799E+00 , 3.129E-05 , 7.265E-05 , 7.957E-03 , 2.243E-02 
 5.200E-08 , 2.688E-02 , 1.766E+00 , 4.008E-03 , 1.800E+00 , 1.799E+00 , 3.130E-05 , 4.278E-04 , 1.516E-03 
 5.225E-08 , 3.432E-04 , 3.149E-02 , 1.799E+00 , 3.969E-03 , 1.800E+00 , 1.799E+00 , 1.977E-04 ,-1.639E-03 
 5.250E-08 , 6.456E-04 , 7.759E-04 , 3.875E-03 , 1.799E+00 , 3.968E-03 , 1.800E+00 , 1.765E+00 , 2.799E-03 
 5.275E-08 ,-2.178E-03 ,-2.273E-03 , 5.352E-05 , 3.830E-03 , 1.799E+00 , 3.970E-03 , 1.723E+00 , 1.794E+00 
 5.300E-08 , 1.702E+00 , 1.702E+00 , 1.799E+00 , 4.682E-05 , 3.831E-03 , 1.799E+00 , 2.848E-02 , 3.668E-01 
 5.325E-08 , 7.070E-02 , 1.789E+00 , 1.800E+00 , 1.799E+00 , 4.682E-05 , 3.832E-03 , 1.764E+00 , 1.811E-03 
 5.350E-08 ,-2.288E-03 ,-9.030E-05 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 4.573E-05 ,-1.111E-04 , 1.796E+00 
 5.375E-08 , 1.801E+00 , 1.791E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.799E+00 ,-9.622E-05 , 1.800E+00 
 5.400E-08 , 1.800E+00 ,-7.213E-04 , 4.202E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.787E+00 , 1.801E+00 
 5.425E-08 , 1.708E+00 , 7.321E-03 , 1.799E+00 , 4.045E-03 , 1.800E+00 , 1.800E+00 , 1.708E+00 , 2.885E-02 
 5.450E-08 ,-9.168E-05 , 1.800E+00 , 3.839E-03 , 1.799E+00 , 4.046E-03 , 1.800E+00 , 1.747E+00 , 1.796E+00 
 5.475E-08 , 1.692E+00 , 1.698E+00 , 5.375E-05 , 3.831E-03 , 1.799E+00 , 4.043E-03 , 1.699E+00 , 4.457E-02 
 5.500E-08 ,-7.831E-05 , 1.746E+00 , 1.799E+00 , 4.680E-05 , 3.831E-03 , 1.799E+00 ,-8.649E-05 , 1.796E+00 
 5.525E-08 , 1.791E+00 , 1.800E+00 , 5.367E-03 , 1.799E+00 , 4.688E-05 , 3.835E-03 , 1.793E+00 , 1.801E+00 
 5.550E-08 , 1.706E+00 , 1.075E-02 , 7.436E-05 , 3.814E-03 , 1.799E+00 , 4.966E-05 , 8.093E-03 , 2.158E-02 
 5.575E-08 , 2.685E-02 , 1.768E+00 , 4.388E-05 , 7.012E-05 , 3.821E-03 , 1.799E+00 , 3.746E-04 , 1.372E-03 
 5.600E-08 , 4.613E-04 , 3.145E-02 , 1.799E+00 , 3.123E-05 , 7.015E-05 , 3.822E-03 , 1.765E+00 , 1.292E-03 
 5.625E-08 ,-2.339E-03 ,-2.448E-03 , 3.856E-03 , 1.799E+00 , 3.126E-05 , 6.923E-05 ,-1.332E-04 , 1.796E+00 
 5.650E-08 , 1.801E+00 , 1.801E+00 , 1.799E+00 , 3.775E-03 , 1.799E+00 , 2.970E-05 ,-1.149E-04 , 1.800E+00 
 5.675E-08 , 1.800E+00 ,-7.010E-04 , 3.832E-03 , 1.799E+00 , 3.774E-03 , 1.799E+00 ,-8.763E-05 , 1.800E+00 
 5.700E-08 , 1.800E+00 ,-2.123E-04 , 1.799E+00 , 3.784E-03 , 1.799E+00 , 3.779E-03 , 1.786E+00 , 1.801E+00 
 5.725E-08 , 1.706E+00 , 8.651E-03 , 1.800E+00 , 1.799E+00 , 3.783E-03 , 1.799E+00 , 7.835E-03 , 2.249E-02 
 5.750E-08 , 2.667E-02 , 1.766E+00 , 4.007E-03 , 1.800E+00 , 1.799E+00 , 3.784E-03 , 1.768E+00 , 4.232E-03 
 5.775E-08 ,-2.276E-03 ,-1.006E-04 , 1.799E+00 , 3.969E-03 , 1.800E+00 , 1.799E+00 ,-6.202E-05 , 1.795E+00 
 5.800E-08 , 1.801E+00 , 1.791E+00 , 1.800E+00 , 1.799E+00 , 3.969E-03 , 1.800E+00 , 1.792E+00 , 1.801E+00 
 5.825E-08 , 1.708E+00 , 8.094E-03 , 4.144E-03 , 1.800E+00 , 1.799E+00 , 3.967E-03 , 1.708E+00 , 2.828E-02 
 5.850E-08 ,-1.149E-04 , 1.800E+00 , 7.128E-05 , 4.017E-03 , 1.800E+00 , 1.799E+00 ,-9.286E-05 , 1.796E+00 
 5.875E-08 , 1.793E+00 , 1.800E+00 , 5.466E-05 , 7.099E-05 , 4.017E-03 , 1.800E+00 , 1.793E+00 , 1.800E+00 
 5.900E-08 , 1.708E+00 , 1.103E-02 , 5.395E-05 , 5.457E-05 , 7.093E-05 , 4.016E-03 , 1.708E+00 , 2.820E-02 
 5.925E-08 ,-1.149E-04 , 1.800E+00 , 5.418E-05 , 5.420E-05 , 5.462E-05 , 6.922E-05 ,-1.294E-04 , 1.796E+00 
 5.950E-08 , 1.792E+00 , 1.800E+00 , 5.413E-05 , 5.411E-05 , 5.411E-05 , 5.303E-05 ,-1.208E-04 , 1.800E+00 
 5.975E-08 , 1.800E+00 , 4.266E-04 , 5.088E-05 , 5.414E-05 , 5.414E-05 , 5.273E-05 ,-1.086E-04 , 1.800E+00 
 6.000E-08 , 1.800E+00 ,-2.542E-04 , 1.799E+00 , 3.083E-05 , 5.417E-05 , 5.276E-05 ,-1.118E-04 , 1.800E+00 
 6.025E-08 , 1.800E+00 ,-1.330E-04 , 1.800E+00 , 1.799E+00 , 3.084E-05 , 5.274E-05 ,-1.076E-04 , 1.800E+00 
 6.050E-08 , 1.800E+00 ,-1.147E-04 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 2.942E-05 ,-1.057E-04 , 1.800E+00 
 6.075E-08 , 1.800E+00 ,-1.093E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.799E+00 ,-8.521E-05 , 1.800E+00 
 6.100E-08 , 1.800E+00 ,-9.877E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.785E+00 , 1.801E+00 
 6.125E-08 , 1.707E+00 , 1.029E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.707E+00 , 2.966E-02 
 6.150E-08 ,-9.522E-05 , 1.800E+00 , 4.134E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.748E+00 , 1.796E+00 
 6.175E-08 , 1.694E+00 , 1.699E+00 , 5.397E-05 , 4.131E-03 , 1.800E+00 , 1.800E+00 , 1.700E+00 , 4.356E-02 
 6.200E-08 ,-5.486E-05 , 1.746E+00 , 1.799E+00 , 4.788E-05 , 4.131E-03 , 1.800E+00 , 1.745E+00 , 1.796E+00 
 6.225E-08 , 1.689E+00 , 1.697E+00 , 5.358E-03 , 1.799E+00 , 4.795E-05 , 4.128E-03 , 1.698E+00 , 4.637E-02 
 6.250E-08 ,-8.184E-05 , 1.747E+00 , 1.799E+00 , 3.766E-03 , 1.799E+00 , 4.607E-05 ,-1.261E-04 , 1.796E+00 
 6.275E-08 , 1.791E+00 , 1.800E+00 , 5.301E-03 , 1.799E+00 , 3.774E-03 , 1.799E+00 ,-1.015E-04 , 1.800E+00 
 6.300E-08 , 1.800E+00 , 2.785E-04 , 7.028E-05 , 3.823E-03 , 1.799E+00 , 3.779E-03 , 1.787E+00 , 1.800E+00 
 6.325E-08 , 1.707E+00 , 6.163E-03 , 1.799E+00 , 4.687E-05 , 3.830E-03 , 1.799E+00 , 7.808E-03 , 2.209E-02 
 6.350E-08 , 2.674E-02 , 1.767E+00 , 3.819E-03 , 1.799E+00 , 4.682E-05 , 3.831E-03 , 1.768E+00 , 4.198E-03 
 6.375E-08 ,-2.278E-03 ,-1.002E-04 , 1.799E+00 , 3.775E-03 , 1.799E+00 , 4.591E-05 ,-9.727E-05 , 1.795E+00 
 6.400E-08 , 1.801E+00 , 1.790E+00 , 1.800E+00 , 1.799E+00 , 3.774E-03 , 1.799E+00 ,-9.545E-05 , 1.800E+00 
 6.425E-08 , 1.800E+00 ,-7.201E-04 , 4.125E-03 , 1.800E+00 , 1.799E+00 , 3.779E-03 , 1.787E+00 , 1.801E+00 
 6.450E-08 , 1.706E+00 , 6.792E-03 , 1.799E+00 , 3.968E-03 , 1.800E+00 , 1.799E+00 , 7.810E-03 , 2.219E-02 
 6.475E-08 , 2.672E-02 , 1.767E+00 , 3.824E-03 , 1.799E+00 , 3.968E-03 , 1.800E+00 , 1.768E+00 , 4.201E-03 
 6.500E-08 ,-2.106E-03 ,-8.490E-05 , 1.799E+00 , 3.784E-03 , 1.799E+00 , 3.970E-03 , 1.730E+00 , 1.795E+00 
 6.525E-08 , 1.680E+00 , 1.668E+00 , 1.800E+00 , 1.799E+00 , 3.784E-03 , 1.799E+00 , 1.195E-02 , 9.732E-02 
 6.550E-08 , 2.462E-02 , 1.797E+00 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 3.785E-03 , 1.767E+00 , 1.994E-03 
 6.575E-08 ,-2.266E-03 ,-9.321E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.799E+00 ,-7.166E-05 , 1.795E+00 
 6.600E-08 , 1.801E+00 , 1.790E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.792E+00 , 1.801E+00 
 6.625E-08 , 1.708E+00 , 8.086E-03 , 4.248E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.708E+00 , 2.827E-02 
 6.650E-08 ,-9.365E-05 , 1.800E+00 , 7.160E-05 , 4.115E-03 , 1.800E+00 , 1.800E+00 , 1.748E+00 , 1.796E+00 
 6.675E-08 , 1.694E+00 , 1.699E+00 , 3.716E-05 , 7.126E-05 , 4.116E-03 , 1.800E+00 , 1.700E+00 , 4.345E-02 
 6.700E-08 ,-5.452E-05 , 1.746E+00 , 1.799E+00 , 3.128E-05 , 7.126E-05 , 4.116E-03 , 1.745E+00 , 1.796E+00 
 6.725E-08 , 1.687E+00 , 1.696E+00 , 5.371E-03 , 1.799E+00 , 3.131E-05 , 7.217E-05 , 8.877E-03 , 3.977E-02 
 6.750E-08 , 2.611E-02 , 1.797E+00 , 1.799E+00 , 3.766E-03 , 1.799E+00 , 3.131E-05 , 3.231E-04 ,-1.064E-03 
